interest rate|-104.352614858731
star war|-92.5485307249255
clean air|-88.8279357577993
care act|-87.7080479926648
hate crime|85.2420368951358
high interest|-82.6797072662151
credit card|-80.0253240948568
nation debt|73.4416568393339
support rule|70.0543650138171
head start|-64.2187546663726
tax credit|-58.0658595028065
air act|-56.1190206219387
unit nation|55.0314043976479
tax rate|54.8344570714701
right act|-49.7667082350795
death tax|44.5047773235185
join support|-44.4103716929313
special interest|-44.3669979206969
debt limit|38.1995438708497
trade agreement|-37.8930011168762
take look|32.9795829572141
sea level|-32.4043211380496
public school|-31.8102004363509
tax go|31.1351073471751
war coal|30.4114676610729
rule under|29.9626347273258
move forward|-29.6740992041582
come floor|-28.9947237978538
cold war|-27.7398631843164
put place|26.6824851338348
go war|-25.9917504753802
end war|-25.7921621713958
year old|-24.9680105798194
come across|23.2486709761677
violent crime|22.7292658941927
heart mind|22.2016419477771
transport system|-21.1605490347768
come hate|20.6659621584553
rate growth|20.4033524577612
debt tax|-20.3632077423359
go tax|20.199221261456
right thing|-20.1024638815877
public servant|-19.8903152926693
school board|19.6585158885329
arm control|-19.5424650817441
roll back|-19.4459336371314
put forward|19.394650428979
tax limit|19.0721207300048
growth act|19.0456740318778
watch list|-18.9428751092625
high school|-18.9039329901425
tax much|18.8914412591873
need help|-18.8514549976852
give tax|-18.8128338973249
keep gun|-18.7643930741259
look forward|18.6127775310561
first step|18.4283483099822
care system|18.3540614845039
public debt|18.3044570352846
slow growth|18.1987244992121
friend side|-18.1984870592892
coal liquid|18.1056087146726
cord blood|17.9259867772093
go see|17.6606370505696
control agreement|-17.6530772610737
interest nation|-17.4725476960574
equal right|-17.4201953433477
birth control|-17.3854149723596
need hate|17.2341589739833
put food|-16.5885744728433
tax tax|16.4524277878899
record profit|-16.400656704371
tax system|15.7530278288601
last night|15.7193415654507
control act|15.701150608872
go get|15.4071396262589
take care|-15.3619451187742
gun owner|-14.8537068306434
school year|-14.845823662357
see tax|14.8161905321998
come unit|14.4843586621126
get gun|-13.9970294498414
credit unit|-13.687596772973
weather event|-13.4572124756606
care need|-13.4372832387277
credit control|13.3384565897269
turn back|-13.2674704678042
interest group|13.238989071213
go school|-13.1578445363617
interest debt|13.0703380357487
much tax|13.0360661277353
go come|12.8517607939196
son daughter|-12.76857674277
make end|-12.4669862257424
come back|12.4342608089468
much oil|12.281759580375
high crime|-12.2493374249793
year year|12.212666267022
account act|-12.1111368315465
talk point|12.0465029593576
amount debt|11.8123257628334
interest payment|11.7400666339654
side effect|11.6193261552698
across nation|-11.6155496111724
seem like|11.5512753205118
public transport|-11.2102702260258
point time|11.0442994731608
gun control|-11.0365057772601
crime control|11.0335950594596
current system|-10.8884399356569
lift arm|-10.8802200026577
oil sand|10.7847005092027
school system|10.6997907289397
growth rate|10.4720948248443
clean coal|10.4086022643547
current tax|10.2839042289626
side agreement|10.266682252203
help school|-10.1571199170574
need make|-10.1420954910637
open process|10.1231429147399
farm credit|10.0410261293587
sand oil|-9.92842862308142
give account|-9.87707613406944
look like|9.80641526964492
play rule|-9.78968369417312
general account|-9.70788369288729
get tax|-9.70362966228678
start talk|-9.55361680039245
support motion|-9.35709026943362
right way|-9.18320756318542
current hate|9.07230857787914
far eye|-9.02054381731919
meal wheel|-9.01341094352347
flat tax|8.99575281771405
credit rate|-8.98535929625621
support under|8.93449136007958
front line|-8.92121079510844
keep tax|8.87987895087506
school meal|-8.84622495721027
much debt|8.80731692862283
year war|-8.76329848557969
oil equal|8.71636695373667
friend left|8.67133848395199
amount oil|8.66115617596162
year go|8.6360250888292
great basin|-8.59763814718914
debt go|8.47234713214275
high tax|8.23489539668665
school need|-8.22439447397237
past time|-8.13047929831823
go put|8.06009193211734
heart attack|-8.05869923655236
control system|-8.03643723641268
point view|8.01933912505545
get control|8.01855964308751
tax death|7.974872762654
nation interest|7.96159165884721
need time|7.94752047761807
like point|7.65509476199278
support design|-7.59197315858827
right keep|7.57614713232122
fight crime|-7.51120036962035
growth tax|7.50702719082293
trade act|-7.45878416814895
get answer|7.38734713778969
get keep|7.3809861128842
lead poison|-7.27922781252274
arm trade|7.22826517936111
talk tax|7.20755869030232
control board|-7.18785732028874
take special|-7.13237382130754
comfort word|-7.08335785489142
attack unit|7.05989737949217
red line|7.05921442408114
slow rate|7.05533864554627
net farm|-6.99662116844657
act war|6.88051722158192
boat tax|6.84455134151596
coal mine|6.84391353429686
error rate|6.82461785534293
thing like|6.70123841933829
tree snake|6.60307000429228
woman right|-6.51442210910812
friend across|6.3983220607137
payment limit|6.33869875322624
help make|-6.31164935469225
profit tax|-6.30519843726586
use oil|6.27848608950816
trade system|6.24425382952507
birth son|-6.17707635217017
red ink|6.12842719591437
get oil|6.09664722262481
nation school|-6.01590802642696
right eye|5.9268537165247
keep word|5.82589923603896
secret war|-5.7873287043512
step right|5.76423574651273
stop violent|5.74460407005487
level play|-5.71750529027926
safe drink|5.71495450502828
account public|-5.71131282932748
credit help|-5.65863869603915
rate go|5.61993022910309
war go|-5.56382241161603
war profit|-5.56331785992154
tax equal|5.50247589236822
support act|-5.43333455951456
great nation|5.39265816557736
time war|-5.38276701757732
go talk|5.37849240396803
last time|5.34395864238488
flat rate|5.32854275244636
safe sex|5.30106289682163
interest act|5.27100965880487
time come|5.24997503438188
war end|-5.21479815030362
ever nation|-5.21316199015324
trade secret|-5.18898932608511
oil food|5.13553385400928
across unit|-5.13066739783703
way forward|5.11632022676422
time go|5.09234250789502
school act|-5.06192536132279
nation like|-5.05439087246606
oil use|5.03887837672483
get serious|5.02911795981062
island sound|-4.96528841491853
back clock|-4.9485282530106
rail system|-4.91854159816782
oil go|4.88577140007452
process vessel|4.85463927743615
tax high|4.85138126560443
sign statement|-4.84970452571298
heart deep|-4.8182636399353
debt run|4.76231803417084
make tax|4.73345482897268
interest tax|-4.67406560792382
air bag|4.67286239932126
time rate|4.66813248785994
trade war|4.60191071537356
basin nation|-4.55003791101623
go record|-4.54655434662023
top rate|4.51199695569721
far poor|-4.50959496790042
stop arm|-4.40630841725365
tax come|4.32440371366405
serious arm|-4.31776557326766
front group|-4.28772897793338
island nation|-4.27806080056956
help other|4.23702744574849
control growth|4.21676635813824
light rail|-4.19822516629996
food cloth|4.19626117988471
pain come|-4.18658664358799
war base|-4.18285502542275
give back|4.17895759694329
take fight|4.1450203775609
year level|4.0987084720526
safe school|-4.06635010230234
card debt|-4.041521197321
heat oil|-4.01461107581847
like talk|4.00803280065743
need tax|3.93481004203835
room care|-3.88628554833022
come loss|-3.87031569750353
end arm|-3.84656780688885
tax first|3.83258290249749
tax form|3.82591411680836
limit test|-3.82475004868424
year prison|3.8000687795093
record straight|3.78723315503567
left wing|3.76538376843548
current level|-3.76064236047739
effect test|3.68447263411424
special tax|-3.68285648117901
tax need|3.5829513486794
first place|3.57924340443121
prison system|3.54069171373728
war crime|3.52494123316109
special trade|-3.52018461922044
unit way|3.5110727693247
take effect|-3.4517701275252
bad need|-3.39754888239163
plant open|3.3961914953526
general agreement|3.31798328254448
form tax|3.30869721767503
equal act|3.29290149356593
use tax|3.25163561526012
right trade|-3.22642320239137
rule list|3.21223099984723
nation religion|3.19114062497325
salt limit|-3.18375450087504
control talk|-3.1768864417078
unit farm|-3.10141896422812
need answer|3.0983050641721
war system|-3.09778695968305
nation board|3.04423586964453
across board|3.00190392672317
farm debt|-2.97498802356643
flag unit|2.93376538244791
